2016-00-04,109.000000,122.180000,104.959999,111.389999
2016-00-11,112.129997,117.779999,101.209999,104.040001
2016-00-18,106.570000,110.139999,97.050003,100.720001
2016-00-25,99.779999,102.680000,90.110001,91.839996
2016-01-01,91.790001,97.180000,81.860001,82.790001
2016-01-08,80.570000,92.209999,79.949997,87.400002
2016-01-15,89.000000,94.900002,87.540001,89.230003
2016-01-22,90.750000,97.480003,86.699997,94.790001
2016-01-29,94.809998,102.220001,93.339996,101.580002
2016-02-07,101.000000,101.790001,94.500000,97.660004
2016-02-14,97.199997,102.410004,96.430000,101.120003
2016-02-21,101.150002,102.099998,97.070000,98.360001
2016-02-28,98.339996,105.790001,97.820000,105.699997
2016-03-04,105.900002,106.440002,102.820000,103.809998
2016-03-11,104.040001,111.849998,102.209999,111.510002
2016-03-18,109.900002,110.699997,93.139999,95.900002
2016-03-25,95.699997,95.750000,88.209999,90.029999
2016-04-02,90.410004,93.250000,88.110001,90.839996
2016-04-09,90.730003,93.250000,85.739998,87.879997
